session_id,user_id,movie_id,watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,location_country,is_download,has_rated
session_019455,user_06865,movie_0249,2025-05-17,Mobile,44.4,14.9,paused,HD,Canada,False,0
session_019456,user_01485,movie_0703,2025-01-17,Tablet,43.2,97.5,stopped,4K,USA,False,0
session_019460,user_09205,movie_0223,2024-02-19,Tablet,20.9,59.7,completed,4K,USA,False,0
session_019461,user_06669,movie_0654,2024-01-26,Tablet,27.9,96.4,paused,HD,USA,False,0
session_019467,user_05867,movie_0663,2024-01-16,Desktop,42.5,31.9,stopped,HD,USA,False,1
session_019468,user_06794,movie_0808,2024-03-10,Laptop,243.3,37.1,completed,4K,Canada,False,0
session_019469,user_03009,movie_0717,2025-12-17,Mobile,44.0,87.5,paused,4K,USA,False,0
session_019471,user_07373,movie_0150,2025-07-24,Mobile,56.1,60.6,stopped,HD,USA,False,0
session_019473,user_01400,movie_0658,2025-08-12,Tablet,40.8,17.4,paused,HD,USA,False,0
session_019475,user_01506,movie_0507,2025-09-06,Desktop,71.6,41.0,stopped,HD,USA,False,1
session_019478,user_05321,movie_0519,2024-08-18,Mobile,73.5,29.0,paused,4K,Canada,False,0
session_019479,user_08728,movie_0552,2025-01-20,Mobile,51.2,74.8,completed,HD,USA,True,0
session_019481,user_03550,movie_0110,2024-08-05,Smart TV,22.7,35.7,paused,4K,Canada,True,0
session_019482,user_06953,movie_0349,2024-11-23,Smart TV,25.6,83.5,stopped,HD,Canada,False,0
session_019483,user_08650,movie_0577,2024-08-24,Laptop,102.8,95.0,completed,HD,USA,False,0
session_019485,user_03370,movie_0574,2025-07-11,Laptop,51.2,85.0,stopped,HD,Canada,False,0
session_019486,user_04136,movie_0895,2025-05-14,Smart TV,52.2,34.3,stopped,HD,USA,True,0
session_019487,user_07984,movie_0817,2024-04-01,Smart TV,51.2,55.2,started,SD,USA,False,1
session_019491,user_06252,movie_0492,2024-06-13,Smart TV,94.9,4.3,paused,4K,USA,False,1
session_019492,user_03186,movie_0637,2025-04-11,Desktop,25.1,82.8,completed,HD,Canada,True,0
session_019493,user_03239,movie_0443,2024-03-12,Tablet,63.0,6.1,stopped,HD,USA,False,0
session_019494,user_08453,movie_0638,2025-02-06,Mobile,48.0,89.1,paused,SD,USA,False,0
session_019495,user_05738,movie_0847,2024-10-16,Smart TV,104.3,27.9,started,HD,USA,False,0
session_019496,user_09440,movie_0285,2025-11-25,Laptop,63.3,66.6,completed,4K,USA,False,0
session_019497,user_02574,movie_0793,2025-06-24,Laptop,81.6,13.6,stopped,HD,USA,False,1
session_019501,user_01307,movie_0500,2025-07-10,Desktop,25.1,67.5,started,HD,Canada,False,0
session_019503,user_00136,movie_0324,2024-10-22,Mobile,59.3,91.2,paused,HD,Canada,False,0
session_019504,user_07312,movie_0580,2025-09-27,Laptop,31.8,49.8,paused,HD,USA,False,0
session_019505,user_01460,movie_0364,2024-09-21,Desktop,39.5,93.3,completed,HD,USA,False,0
session_019506,user_04232,movie_0761,2025-12-12,Smart TV,19.8,52.0,paused,HD,USA,False,1
session_019507,user_07657,movie_0427,2024-10-25,Tablet,44.2,5.5,stopped,4K,USA,False,1
session_019511,user_09937,movie_0540,2024-04-06,Smart TV,104.1,77.4,completed,HD,USA,True,0
session_019512,user_07569,movie_0932,2025-05-19,Laptop,134.4,91.5,paused,SD,USA,False,0
session_019513,user_00871,movie_0981,2025-11-02,Mobile,34.2,75.0,paused,HD,USA,False,0
session_019514,user_08827,movie_0579,2025-08-19,Laptop,54.3,9.0,completed,HD,USA,True,0
session_019515,user_00669,movie_0700,2025-03-10,Laptop,106.6,31.0,completed,4K,USA,False,0
session_019516,user_01294,movie_0785,2025-06-11,Desktop,20.4,43.1,started,4K,USA,False,0
session_019517,user_08461,movie_0607,2025-11-18,Desktop,12.0,13.9,completed,HD,Canada,False,0
session_019518,user_09053,movie_0702,2024-10-30,Smart TV,51.2,14.8,stopped,4K,Canada,False,0
session_019521,user_09454,movie_0559,2025-08-19,Mobile,31.7,25.8,completed,HD,USA,False,0
session_019522,user_08295,movie_0945,2025-11-25,Laptop,51.2,79.2,completed,4K,USA,False,1
session_019523,user_05550,movie_0856,2024-10-06,Mobile,27.7,62.0,stopped,HD,USA,False,0
session_019524,user_04888,movie_0226,2024-01-04,Mobile,43.5,70.8,stopped,4K,USA,False,0
session_019526,user_05685,movie_0844,2025-10-13,Mobile,56.1,24.4,stopped,SD,USA,False,0
session_019528,user_06751,movie_0984,2025-06-25,Laptop,59.5,21.7,stopped,HD,Canada,True,0
session_019529,user_02236,movie_0721,2024-09-13,Desktop,16.6,92.4,stopped,Ultra HD,USA,False,0
session_019530,user_04984,movie_0325,2025-10-20,Laptop,32.9,49.1,started,4K,Canada,True,0
session_019531,user_07753,movie_0842,2024-06-13,Tablet,16.5,56.2,stopped,SD,USA,True,0
session_019533,user_08042,movie_0335,2025-01-17,Desktop,80.0,11.6,completed,HD,USA,True,0
session_019534,user_02578,movie_0206,2024-01-02,Laptop,227.3,46.8,completed,SD,USA,False,0
session_019535,user_00676,movie_0237,2024-11-17,Tablet,92.5,34.5,stopped,HD,USA,False,1
session_019536,user_02440,movie_0551,2024-10-21,Mobile,68.8,54.6,started,4K,USA,False,1
session_019537,user_09874,movie_0720,2025-09-09,Mobile,84.2,98.0,paused,SD,USA,False,1
session_019540,user_09469,movie_0960,2025-10-08,Tablet,10.5,67.4,completed,HD,Canada,True,0
session_019541,user_04768,movie_0663,2024-12-16,Tablet,51.2,91.1,started,SD,Canada,False,0
session_019542,user_07005,movie_0528,2025-06-13,Tablet,797.5,44.7,started,HD,Canada,False,1
session_019543,user_07729,movie_0929,2025-05-27,Desktop,15.6,49.8,paused,HD,Canada,False,1
session_019546,user_03649,movie_0336,2024-03-22,Smart TV,51.2,30.3,paused,SD,USA,False,0
session_019547,user_07132,movie_0066,2025-11-08,Tablet,25.0,24.0,completed,HD,USA,False,0
session_019548,user_01313,movie_0414,2025-08-01,Laptop,37.5,79.6,started,HD,USA,True,1
session_019550,user_04100,movie_0488,2024-10-20,Tablet,31.8,72.8,completed,HD,USA,False,1
session_019551,user_01655,movie_0035,2024-03-14,Tablet,106.2,1.3,stopped,4K,USA,False,0
session_019553,user_01286,movie_0636,2025-05-06,Mobile,27.9,87.2,stopped,4K,USA,False,1
session_019554,user_07853,movie_0443,2025-06-12,Mobile,32.3,38.8,started,SD,USA,True,1
session_019555,user_08727,movie_0125,2024-01-07,Mobile,50.2,45.0,started,4K,USA,False,0
session_019556,user_07047,movie_0539,2025-04-14,Laptop,20.1,38.6,completed,4K,USA,False,0
session_019557,user_05181,movie_0112,2025-09-08,Tablet,51.2,72.2,started,HD,Canada,True,0
session_019560,user_08216,movie_0694,2025-10-30,Smart TV,91.3,8.3,stopped,HD,Canada,False,0
session_019562,user_04653,movie_0573,2024-06-04,Desktop,127.3,49.8,stopped,Ultra HD,Canada,False,1
session_019564,user_04452,movie_0193,2024-02-05,Smart TV,189.4,1.9,completed,HD,Canada,True,0
session_019567,user_04125,movie_0012,2024-03-15,Desktop,9.4,92.0,started,HD,USA,False,1
session_019571,user_07434,movie_0647,2024-02-17,Laptop,61.8,26.8,completed,4K,USA,False,0
session_019573,user_05273,movie_0007,2025-04-23,Desktop,106.7,94.9,completed,HD,Canada,False,0
session_019574,user_00219,movie_0700,2025-03-10,Laptop,120.6,14.2,completed,SD,Canada,False,0
session_019575,user_04704,movie_0113,2025-03-17,Tablet,24.1,24.2,paused,HD,USA,True,0
session_019576,user_05132,movie_0016,2025-09-26,Mobile,74.7,27.8,stopped,4K,Canada,False,0
session_019577,user_01540,movie_0573,2025-09-26,Mobile,78.4,41.3,started,4K,USA,False,0
session_019578,user_03434,movie_0187,2024-09-20,Mobile,20.8,29.0,started,4K,USA,False,1
session_019579,user_01603,movie_0239,2025-10-31,Tablet,99.8,65.3,completed,4K,USA,False,1
session_019580,user_02705,movie_0480,2025-11-02,Mobile,34.3,21.3,paused,4K,USA,False,0
session_019581,user_05065,movie_0156,2025-08-13,Tablet,40.7,30.7,completed,HD,USA,False,0
session_019582,user_03649,movie_0707,2025-01-20,Desktop,51.2,50.0,completed,SD,USA,False,0
session_019583,user_01106,movie_0932,2024-03-14,Desktop,40.1,41.8,completed,4K,USA,True,1
session_019584,user_05737,movie_0636,2025-03-25,Tablet,32.2,15.7,stopped,HD,USA,False,1
session_019585,user_05813,movie_0560,2024-01-28,Mobile,21.2,41.2,started,4K,USA,False,1
session_019587,user_08809,movie_0792,2024-05-03,Smart TV,34.4,46.5,completed,SD,Canada,False,0
session_019590,user_08208,movie_0240,2024-11-23,Smart TV,92.1,97.3,stopped,4K,USA,False,0
session_019593,user_04662,movie_0838,2025-07-23,Mobile,36.3,49.8,completed,HD,USA,False,1
session_019594,user_04550,movie_0841,2024-07-30,Desktop,54.7,89.9,paused,4K,USA,True,0
session_019595,user_03954,movie_0868,2025-03-06,Smart TV,17.4,87.9,completed,HD,USA,False,0
session_019596,user_04262,movie_0873,2025-02-07,Tablet,0.6,41.8,paused,HD,USA,False,0
session_019599,user_08437,movie_0838,2025-12-30,Smart TV,51.2,98.7,stopped,HD,Canada,False,0
session_019600,user_01357,movie_0942,2025-02-15,Desktop,49.6,10.3,started,4K,Canada,False,0
session_019601,user_09135,movie_0313,2024-07-24,Smart TV,51.2,90.5,paused,HD,USA,False,0
session_019602,user_03468,movie_0015,2025-10-15,Mobile,56.0,49.8,stopped,HD,USA,False,0
session_019604,user_07068,movie_0398,2025-06-10,Mobile,51.9,98.2,stopped,4K,USA,False,0
session_019605,user_01746,movie_0066,2024-07-26,Smart TV,31.8,41.8,started,4K,USA,False,0
session_019607,user_03778,movie_0574,2024-05-01,Mobile,31.5,65.5,paused,HD,Canada,False,0
session_019608,user_02116,movie_0283,2024-04-12,Mobile,47.2,6.8,completed,4K,USA,False,0
session_019609,user_06258,movie_0044,2024-01-19,Desktop,120.6,25.6,completed,Ultra HD,USA,False,0
session_019610,user_02268,movie_0209,2024-09-09,Tablet,27.9,49.8,started,HD,USA,False,0
session_019611,user_02268,movie_0812,2025-05-23,Mobile,32.5,63.6,stopped,4K,USA,True,0
session_019612,user_09689,movie_0025,2025-09-03,Smart TV,51.2,59.1,completed,4K,USA,True,1
session_019613,user_07087,movie_0043,2025-04-26,Mobile,81.9,65.5,stopped,4K,Canada,False,0
session_019614,user_04482,movie_0582,2024-10-29,Laptop,63.1,7.4,started,SD,USA,False,0
session_019615,user_07466,movie_0958,2025-10-07,Laptop,51.2,0.7,stopped,HD,USA,False,1
session_019616,user_00930,movie_0702,2024-11-23,Laptop,13.7,70.5,stopped,SD,Canada,False,0
session_019617,user_07774,movie_0996,2025-07-08,Laptop,621.5,49.8,paused,HD,Canada,False,1
session_019620,user_00357,movie_0357,2024-01-30,Desktop,45.7,68.9,paused,4K,Canada,False,0
session_019621,user_04311,movie_0374,2024-06-19,Desktop,83.8,76.3,stopped,HD,USA,False,0
session_019622,user_04065,movie_0369,2025-04-20,Desktop,51.2,0.6,paused,HD,Canada,False,0
session_019624,user_03842,movie_0748,2024-09-07,Mobile,32.3,49.8,started,SD,USA,True,0
session_019627,user_06672,movie_0028,2024-03-11,Desktop,59.6,71.1,completed,HD,USA,False,0
session_019628,user_07060,movie_0107,2024-01-11,Mobile,30.2,70.0,paused,HD,Canada,True,0
session_019631,user_00554,movie_0348,2025-02-18,Smart TV,39.7,80.9,paused,HD,USA,True,0
session_019632,user_08520,movie_0735,2025-03-30,Mobile,28.4,49.8,started,Ultra HD,USA,False,0
session_019635,user_07284,movie_0253,2025-11-07,Laptop,83.9,49.8,completed,SD,Canada,True,0
session_019636,user_00150,movie_0387,2024-03-30,Tablet,51.2,62.1,completed,4K,USA,False,0
session_019637,user_02854,movie_0685,2025-11-26,Desktop,51.2,59.2,paused,4K,USA,False,0
session_019639,user_00957,movie_0069,2024-03-26,Mobile,35.3,95.3,completed,4K,USA,False,1
session_019640,user_05181,movie_0611,2025-10-20,Laptop,42.6,91.1,stopped,HD,Canada,False,0
session_019641,user_08608,movie_0184,2025-04-05,Mobile,55.8,0.0,stopped,4K,USA,False,1
session_019642,user_02646,movie_0644,2024-03-29,Tablet,51.2,49.8,paused,HD,USA,False,0
session_019644,user_05014,movie_0025,2024-02-08,Smart TV,58.4,54.1,paused,4K,USA,False,0
session_019645,user_00085,movie_0457,2025-10-11,Tablet,75.9,41.9,completed,HD,USA,False,0
session_019646,user_01936,movie_0303,2024-04-15,Laptop,40.7,64.6,completed,HD,USA,False,1
session_019647,user_09609,movie_0630,2024-12-10,Desktop,110.8,82.1,stopped,HD,Canada,False,0
session_019648,user_09263,movie_0169,2025-01-24,Mobile,10.5,43.2,started,HD,USA,False,1
session_019650,user_06750,movie_0865,2024-08-14,Desktop,51.2,92.7,paused,HD,Canada,False,0
session_019652,user_06570,movie_0167,2024-12-19,Laptop,65.7,94.9,stopped,4K,USA,False,0
session_019654,user_00736,movie_0838,2025-10-20,Mobile,28.0,51.2,started,Ultra HD,USA,False,0
session_019656,user_02563,movie_0539,2024-03-20,Desktop,51.2,69.9,started,HD,USA,False,0
session_019657,user_03907,movie_0108,2025-08-19,Mobile,51.2,42.3,paused,4K,USA,True,0
session_019658,user_01273,movie_0483,2025-10-07,Mobile,19.7,50.8,completed,4K,USA,False,0
session_019660,user_01863,movie_0307,2024-12-28,Desktop,36.3,39.6,stopped,4K,USA,True,1
session_019664,user_00543,movie_0864,2025-04-20,Smart TV,51.2,49.8,paused,4K,Canada,False,1
session_019665,user_06210,movie_0655,2025-08-21,Desktop,95.8,33.8,stopped,HD,USA,True,1
session_019666,user_02766,movie_0942,2024-02-20,Desktop,147.0,49.8,stopped,HD,USA,False,0
session_019671,user_03572,movie_0935,2025-05-25,Mobile,81.0,95.7,completed,4K,USA,False,0
session_019673,user_05857,movie_0344,2025-07-03,Mobile,28.3,77.7,stopped,4K,Canada,False,0
session_019674,user_03667,movie_0678,2025-08-15,Smart TV,17.0,31.0,completed,HD,USA,False,0
session_019675,user_09914,movie_0002,2024-04-07,Desktop,17.0,74.4,started,4K,Canada,False,1
session_019676,user_08567,movie_0032,2025-05-06,Tablet,76.4,41.6,started,4K,USA,True,0
session_019677,user_00558,movie_0250,2025-09-08,Mobile,29.9,55.2,started,4K,Canada,False,0
session_019679,user_06041,movie_0823,2024-08-08,Tablet,41.6,53.7,started,HD,USA,False,0
session_019680,user_01129,movie_0967,2025-07-18,Desktop,58.9,43.6,started,HD,USA,True,0
session_019682,user_05421,movie_0599,2024-12-16,Tablet,51.2,66.1,stopped,SD,USA,False,0
session_019683,user_09293,movie_0509,2024-01-30,Desktop,38.4,37.6,started,SD,USA,False,1
session_019684,user_09727,movie_0093,2024-02-04,Laptop,43.9,17.9,started,HD,Canada,False,0
session_019685,user_05350,movie_0174,2025-09-28,Mobile,144.1,87.3,stopped,Ultra HD,Canada,False,0
session_019686,user_02626,movie_0288,2024-11-07,Desktop,51.2,46.6,started,HD,USA,False,0
session_019689,user_09320,movie_0112,2025-12-15,Laptop,63.4,53.5,paused,HD,USA,False,0
session_019691,user_05849,movie_0268,2025-03-29,Laptop,104.4,77.5,started,4K,USA,True,0
session_019693,user_05494,movie_0246,2024-04-17,Mobile,51.2,49.8,stopped,4K,USA,False,1
session_019695,user_02283,movie_0386,2025-02-17,Mobile,33.2,79.3,started,SD,Canada,True,0
session_019696,user_06787,movie_0199,2024-03-18,Mobile,77.8,52.1,paused,SD,USA,False,0
session_019698,user_01432,movie_0062,2025-10-22,Laptop,16.8,44.6,started,HD,Canada,False,1
session_019699,user_01776,movie_0136,2024-04-11,Mobile,51.2,80.2,started,HD,Canada,False,0
session_019701,user_04208,movie_0702,2024-04-12,Tablet,69.1,66.2,started,HD,Canada,False,0
session_019702,user_09521,movie_0182,2024-09-28,Mobile,15.0,81.9,started,HD,Canada,False,0
session_019704,user_06352,movie_0805,2024-03-20,Laptop,42.7,69.0,completed,4K,Canada,False,0
session_019706,user_05906,movie_0015,2025-05-03,Mobile,84.8,80.8,completed,4K,USA,False,0
session_019707,user_04678,movie_0793,2024-03-23,Smart TV,49.8,21.8,started,HD,USA,False,1
session_019709,user_08412,movie_0396,2024-08-29,Smart TV,91.4,46.8,stopped,HD,USA,False,1
session_019710,user_03303,movie_0579,2024-08-22,Smart TV,32.7,47.4,stopped,HD,Canada,False,0
session_019711,user_06946,movie_0203,2024-02-22,Smart TV,51.2,63.0,started,4K,Canada,False,0
session_019712,user_02303,movie_0992,2025-07-27,Desktop,51.2,55.6,paused,HD,USA,False,0
session_019713,user_06286,movie_0088,2024-11-14,Tablet,48.6,97.0,started,HD,Canada,False,1
session_019715,user_03727,movie_0021,2025-10-05,Mobile,51.2,37.0,completed,HD,USA,True,0
session_019717,user_08715,movie_0902,2024-11-29,Smart TV,65.3,4.6,paused,4K,USA,True,0
session_019718,user_02999,movie_0212,2024-09-26,Mobile,25.4,52.4,paused,HD,Canada,False,0
session_019720,user_00910,movie_0620,2025-10-27,Laptop,100.4,8.0,paused,HD,USA,True,0
session_019722,user_01881,movie_0307,2025-06-24,Mobile,38.3,34.1,started,HD,Canada,False,0
session_019724,user_07528,movie_0342,2024-09-07,Laptop,50.7,79.5,paused,HD,USA,False,1
session_019725,user_05697,movie_0250,2024-04-20,Desktop,95.4,91.2,stopped,HD,USA,False,0
session_019726,user_03073,movie_0299,2024-09-20,Tablet,135.2,68.3,paused,4K,USA,True,0
session_019727,user_04477,movie_0471,2025-01-08,Mobile,51.2,21.8,stopped,HD,USA,True,0
session_019728,user_04490,movie_0801,2024-05-01,Smart TV,18.9,51.0,completed,HD,Canada,False,0
session_019729,user_04492,movie_0647,2025-07-15,Smart TV,104.5,48.8,completed,HD,USA,False,0
session_019730,user_08737,movie_0268,2025-06-09,Desktop,66.9,49.8,paused,HD,USA,False,0
session_019732,user_07402,movie_0815,2024-09-07,Desktop,51.2,66.1,stopped,SD,USA,True,0
session_019733,user_03098,movie_0757,2024-04-18,Tablet,145.7,38.8,stopped,4K,USA,True,1
session_019734,user_03506,movie_0374,2025-10-14,Mobile,33.3,49.8,paused,SD,Canada,False,0
session_019735,user_01085,movie_0064,2025-07-27,Desktop,33.9,32.8,stopped,HD,USA,True,0
session_019738,user_01154,movie_0221,2024-09-11,Laptop,26.2,80.6,paused,SD,USA,True,0
session_019740,user_02246,movie_0699,2025-06-07,Desktop,23.9,91.0,paused,HD,USA,True,0
session_019742,user_05836,movie_0949,2024-03-04,Desktop,63.2,75.3,completed,HD,USA,True,0
session_019743,user_00694,movie_0479,2025-11-18,Desktop,91.7,57.8,started,SD,Canada,False,1
session_019745,user_08092,movie_0234,2025-07-02,Smart TV,44.5,14.1,stopped,HD,Canada,False,0
session_019746,user_05836,movie_0550,2025-09-15,Laptop,67.0,91.2,stopped,4K,Canada,False,0
session_019747,user_08690,movie_0766,2024-01-26,Tablet,37.4,41.0,stopped,HD,Canada,False,0
session_019748,user_06795,movie_0100,2024-03-08,Mobile,38.8,5.3,paused,4K,Canada,True,0
session_019750,user_08568,movie_0356,2025-12-15,Mobile,8.8,49.8,completed,HD,Canada,False,1
session_019751,user_00806,movie_0405,2025-06-27,Smart TV,60.2,85.9,paused,HD,USA,False,0
session_019753,user_03605,movie_0596,2025-01-01,Mobile,41.5,14.3,started,SD,Canada,True,0
session_019754,user_01444,movie_0873,2025-09-11,Smart TV,51.2,4.9,paused,4K,USA,False,0
session_019756,user_01546,movie_0945,2024-08-24,Desktop,17.2,21.1,completed,4K,Canada,False,0
session_019757,user_01211,movie_0869,2025-08-19,Smart TV,75.0,49.8,completed,4K,Canada,False,0
session_019759,user_04688,movie_0353,2025-07-02,Smart TV,51.2,93.8,paused,SD,USA,False,1
session_019760,user_05311,movie_0606,2024-12-16,Mobile,18.0,74.5,paused,4K,USA,False,1
session_019761,user_09701,movie_0500,2024-05-07,Tablet,88.5,52.0,stopped,SD,USA,True,1
session_019762,user_00914,movie_0210,2024-05-31,Laptop,131.3,44.2,paused,4K,USA,True,0
session_019763,user_02781,movie_0434,2024-05-24,Tablet,2.3,8.9,paused,HD,Canada,False,1
session_019764,user_08582,movie_0639,2025-09-09,Laptop,25.5,21.7,completed,HD,USA,False,0
session_019765,user_07733,movie_0514,2024-08-09,Mobile,88.2,87.1,stopped,4K,USA,False,0
session_019766,user_04988,movie_0492,2025-11-01,Tablet,51.2,91.5,started,SD,Canada,False,0
session_019768,user_09263,movie_0561,2025-06-02,Smart TV,36.5,37.7,stopped,HD,USA,False,0
session_019771,user_03738,movie_0022,2024-08-06,Tablet,46.7,97.7,completed,4K,USA,False,1
session_019772,user_02780,movie_0279,2025-09-13,Tablet,35.5,25.3,started,4K,USA,False,0
session_019776,user_01723,movie_0178,2025-06-02,Desktop,36.6,99.1,started,HD,USA,False,0
session_019778,user_00103,movie_0819,2025-12-13,Mobile,71.1,81.5,stopped,HD,USA,True,0
session_019779,user_07454,movie_0623,2025-07-24,Tablet,32.6,49.8,started,4K,Canada,False,0
session_019780,user_09640,movie_0977,2025-08-18,Laptop,62.1,65.7,paused,4K,Canada,False,0
session_019781,user_02033,movie_0866,2024-07-05,Tablet,72.4,81.4,started,HD,USA,False,1
session_019787,user_00435,movie_0569,2025-12-18,Mobile,87.3,80.5,paused,4K,USA,True,0
session_019789,user_08247,movie_0877,2024-06-08,Desktop,37.6,65.8,paused,4K,Canada,False,0
session_019790,user_09123,movie_0786,2025-09-01,Desktop,102.6,86.4,started,HD,Canada,False,0
session_019792,user_07257,movie_0602,2024-07-24,Smart TV,51.2,54.8,started,HD,USA,False,0
session_019796,user_05997,movie_0166,2025-02-12,Laptop,7.3,84.3,started,4K,USA,False,0
session_019798,user_02513,movie_0178,2025-10-24,Mobile,22.0,47.1,started,4K,Canada,False,0
session_019799,user_05529,movie_0632,2024-03-10,Smart TV,50.4,11.4,completed,HD,USA,False,1
session_019801,user_05952,movie_0550,2024-06-07,Desktop,95.0,38.1,stopped,HD,USA,False,0
session_019802,user_02748,movie_0774,2024-12-04,Mobile,55.2,12.7,paused,4K,USA,False,0
session_019803,user_07281,movie_0773,2025-03-01,Mobile,54.1,49.8,completed,HD,USA,False,0
session_019804,user_01094,movie_0458,2025-06-27,Mobile,57.2,50.1,completed,4K,USA,False,0
session_019805,user_03764,movie_0983,2025-02-24,Mobile,58.0,60.4,started,4K,Canada,True,0
session_019806,user_07352,movie_0326,2024-06-22,Mobile,51.2,48.1,started,HD,Canada,False,0
session_019807,user_00233,movie_0909,2025-07-08,Smart TV,47.7,49.8,started,HD,USA,True,0
session_019810,user_06234,movie_0800,2024-08-21,Smart TV,67.9,64.2,paused,4K,Canada,False,0
session_019811,user_07927,movie_0912,2024-06-03,Smart TV,69.8,9.7,completed,Ultra HD,USA,False,0
session_019812,user_01930,movie_0081,2024-10-01,Laptop,89.5,64.8,stopped,HD,Canada,False,0
session_019814,user_09841,movie_0416,2025-10-19,Smart TV,17.0,36.0,paused,4K,USA,False,0
session_019815,user_08600,movie_0644,2025-03-02,Mobile,97.5,50.1,completed,Ultra HD,Canada,False,0
session_019817,user_01978,movie_0652,2024-06-06,Smart TV,44.5,6.0,completed,4K,Canada,False,1
session_019822,user_04938,movie_0390,2025-04-25,Laptop,81.5,49.8,stopped,HD,Canada,False,0
session_019824,user_03598,movie_0256,2024-10-16,Laptop,42.4,16.4,paused,4K,USA,False,1
session_019826,user_00621,movie_0879,2025-07-20,Smart TV,36.6,72.0,paused,HD,USA,False,1
session_019827,user_00930,movie_0904,2025-07-20,Laptop,12.2,26.7,stopped,HD,USA,False,0
session_019828,user_06545,movie_0285,2024-07-27,Desktop,57.8,53.5,completed,HD,USA,False,0
session_019829,user_07573,movie_0923,2024-05-02,Desktop,31.2,98.6,started,4K,Canada,False,0
session_019830,user_05827,movie_0829,2024-04-24,Desktop,39.1,37.1,started,SD,Canada,False,0
session_019832,user_01690,movie_0982,2025-05-25,Laptop,25.5,29.9,started,HD,USA,True,0
session_019834,user_06921,movie_0380,2025-03-28,Laptop,20.4,30.5,started,Ultra HD,Canada,False,0
session_019835,user_06777,movie_0306,2025-04-04,Smart TV,29.3,26.5,completed,HD,USA,False,0
session_019840,user_02898,movie_0003,2025-10-21,Desktop,64.6,41.1,stopped,HD,Canada,False,0
session_019841,user_05669,movie_0497,2025-10-15,Smart TV,56.5,62.2,stopped,HD,USA,False,0
session_019842,user_06226,movie_0905,2024-07-10,Mobile,46.7,0.2,completed,4K,USA,False,1
session_019844,user_09771,movie_0652,2025-02-10,Desktop,137.8,49.8,completed,HD,USA,False,0
session_019845,user_09267,movie_0256,2025-05-16,Desktop,51.2,78.2,started,4K,Canada,False,0
session_019848,user_03434,movie_0870,2025-07-30,Tablet,189.7,16.0,completed,4K,USA,True,1
session_019849,user_06712,movie_0026,2024-07-23,Smart TV,23.7,27.4,paused,4K,Canada,False,0
session_019850,user_07385,movie_0697,2024-06-07,Tablet,17.5,54.3,paused,Ultra HD,Canada,False,0
session_019851,user_00878,movie_0367,2025-03-28,Smart TV,38.9,58.4,stopped,4K,USA,True,0
session_019853,user_03060,movie_0592,2025-12-19,Laptop,120.8,70.8,started,SD,USA,False,0
session_019854,user_07008,movie_0512,2025-11-30,Smart TV,166.3,36.0,paused,4K,Canada,False,0
session_019855,user_05263,movie_0926,2024-11-04,Laptop,43.9,31.8,stopped,HD,USA,False,0
session_019856,user_07514,movie_0060,2025-05-31,Smart TV,70.7,26.4,paused,4K,Canada,False,0
session_019857,user_01675,movie_0901,2024-01-21,Mobile,45.9,50.6,stopped,HD,USA,False,0
session_019859,user_02827,movie_0677,2024-08-03,Smart TV,44.5,84.9,completed,HD,USA,False,0
session_019860,user_09410,movie_0757,2025-09-30,Desktop,62.8,83.0,completed,HD,USA,False,0
session_019861,user_03053,movie_0137,2025-03-24,Smart TV,69.1,65.2,started,4K,USA,True,0
session_019862,user_00314,movie_0159,2025-03-06,Smart TV,59.9,36.4,completed,4K,USA,False,0
session_019863,user_08922,movie_0765,2024-06-05,Smart TV,25.4,4.3,started,SD,USA,True,0
session_019865,user_05885,movie_0962,2025-09-16,Laptop,105.4,16.8,paused,4K,USA,False,1
session_019870,user_03292,movie_0682,2024-05-01,Mobile,174.6,54.3,paused,HD,USA,False,0
session_019871,user_07174,movie_0592,2024-09-13,Laptop,51.2,88.9,completed,HD,Canada,False,0
session_019872,user_04847,movie_0404,2024-08-17,Smart TV,84.9,71.9,started,SD,USA,True,0
session_019873,user_06768,movie_0077,2024-07-16,Desktop,30.5,53.3,completed,HD,USA,True,1
session_019874,user_00228,movie_0302,2024-07-23,Desktop,11.7,65.6,started,Ultra HD,Canada,False,0
session_019877,user_08204,movie_0885,2024-11-29,Mobile,51.2,28.3,stopped,4K,USA,False,0
session_019878,user_07766,movie_0661,2024-02-06,Tablet,7.8,49.9,stopped,HD,USA,False,0
session_019879,user_01523,movie_0532,2024-06-14,Smart TV,460.8,77.9,started,HD,USA,False,0
session_019880,user_00692,movie_0818,2024-02-03,Tablet,93.0,81.0,started,4K,Canada,True,0
session_019883,user_00070,movie_0893,2025-07-18,Tablet,65.2,64.0,paused,SD,USA,False,0
session_019884,user_06252,movie_0215,2025-07-13,Smart TV,79.4,74.8,started,SD,USA,False,0
session_019886,user_04725,movie_0451,2025-09-28,Laptop,44.2,49.8,completed,4K,USA,False,0
session_019887,user_07650,movie_0442,2024-02-14,Smart TV,63.1,30.0,completed,4K,USA,False,0
session_019888,user_01288,movie_0751,2024-12-06,Mobile,154.2,9.1,started,SD,Canada,False,0
session_019889,user_08768,movie_0146,2024-01-26,Desktop,47.0,92.0,paused,HD,USA,False,0
session_019891,user_00745,movie_0731,2025-01-24,Smart TV,38.1,73.4,completed,4K,USA,False,0
