search_id,user_id,search_query,search_date,results_returned,device_type,search_duration_seconds,had_typo,used_filters,location_country,clicked
search_006006,user_00016,comedy shows,2025-06-19,56,Smart TV,8.1,True,False,USA,0
search_006007,user_02063,sci-fi,2025-04-14,1,Tablet,17.6,False,False,USA,0
search_006008,user_02145,korean drama,2025-04-02,41,Mobile,16.8,False,True,USA,0
search_006009,user_08140,christmas movies,2025-05-02,36,Smart TV,61.2,True,False,Canada,1
search_006011,user_04358,classic movies,2024-08-21,22,Tablet,50.9,False,True,USA,1
search_006013,user_02775,war movies,2024-01-25,97,Laptop,25.7,False,False,USA,0
search_006015,user_08586,documentaries,2024-04-19,28,Tablet,18.9,True,False,USA,1
search_006016,user_00598,short episodes under 30 minutes,2025-01-18,69,Tablet,14.1,False,False,Canada,0
search_006017,user_05575,family movies,2025-02-02,35,Tablet,44.2,False,False,USA,0
search_006018,user_00683,halloween movies,2024-06-23,62,Tablet,28.8,True,True,Canada,0
search_006019,user_01393,new releases,2025-02-24,78,Mobile,34.4,False,False,USA,1
search_006020,user_00148,award winning documentaries,2024-04-28,49,Smart TV,16.8,False,False,USA,1
search_006021,user_03357,series with only one season,2024-08-26,81,Mobile,21.4,False,True,USA,0
search_006025,user_03480,series with only one season,2024-06-24,80,Tablet,25.4,False,False,USA,0
search_006027,user_03392,action movies,2025-03-07,91,Smart TV,16.8,False,False,Canada,0
search_006028,user_06941,series with only one season,2024-11-08,37,Smart TV,14.3,False,True,Canada,1
search_006029,user_09126,sci-fi,2024-01-14,100,Smart TV,60.9,False,True,USA,1
search_006031,user_03499,korean drama,2025-08-14,52,Laptop,3.8,False,True,USA,0
search_006032,user_04920,superhero movies,2024-10-17,46,Laptop,11.0,False,False,Canada,0
search_006033,user_06785,award winning documentaries,2024-07-14,57,Laptop,14.8,True,False,Canada,1
search_006034,user_05072,comedy shows,2025-11-16,24,Mobile,35.8,False,False,Canada,1
search_006035,user_03558,thriller series,2025-04-21,15,Tablet,16.1,False,False,USA,1
search_006038,user_02424,series with only one season,2024-12-17,83,Tablet,4.6,False,False,USA,1
search_006039,user_03454,classic movies,2024-02-18,16,Laptop,9.6,False,False,Canada,0
search_006040,user_08304,family movies,2024-08-27,14,Mobile,13.9,False,True,USA,1
search_006041,user_03513,travel documentaries,2024-06-18,58,Laptop,20.3,False,False,USA,0
search_006043,user_03456,superhero movies,2024-08-16,65,Smart TV,11.9,False,True,Canada,0
search_006044,user_06639,halloween movies,2024-01-09,33,Smart TV,5.4,False,True,USA,1
search_006045,user_09105,superhero movies,2024-06-28,60,Tablet,7.5,False,False,USA,0
search_006047,user_09815,drama series,2025-05-15,96,Mobile,39.8,False,False,USA,0
search_006048,user_06872,music documentaries,2024-02-02,70,Smart TV,30.7,False,False,USA,1
search_006049,user_08729,documentaries,2024-08-18,92,Laptop,1.6,False,False,Canada,0
search_006050,user_00687,series with only one season,2025-07-06,83,Mobile,1.6,False,False,USA,1
search_006051,user_02786,romantic comedies,2025-12-20,10,Tablet,12.6,True,False,USA,0
search_006052,user_03504,award winning documentaries,2025-09-28,39,Smart TV,34.7,False,True,Canada,0
search_006055,user_05859,best movies 2024,2025-09-05,62,Tablet,5.3,False,False,USA,1
search_006057,user_05830,new releases,2024-02-13,37,Laptop,9.8,False,False,USA,1
search_006058,user_09972,drama series,2024-10-04,82,Tablet,16.8,False,False,USA,0
search_006059,user_05880,drama series,2025-06-19,11,Mobile,30.1,False,False,USA,0
search_006061,user_08103,christmas movies,2024-04-27,64,Tablet,4.6,False,True,USA,1
search_006062,user_09793,new releases,2025-07-12,64,Smart TV,26.9,False,False,USA,1
search_006064,user_02290,music documentaries,2025-03-08,94,Smart TV,24.5,True,False,Canada,1
search_006065,user_01626,documentaries,2024-11-16,28,Mobile,16.8,True,True,USA,1
search_006066,user_09670,thriller series,2024-12-27,48,Tablet,12.3,True,False,Canada,1
search_006067,user_03491,action movies,2025-08-21,16,Laptop,18.0,False,True,USA,1
search_006069,user_03597,animated shows,2025-02-10,16,Mobile,5.5,False,False,USA,0
search_006070,user_06778,shows with strong female leads,2025-10-30,3,Smart TV,46.1,False,False,USA,1
search_006071,user_00902,family movies,2025-10-30,56,Tablet,1.9,False,True,USA,0
search_006072,user_08130,documentaries,2024-07-21,74,Mobile,16.8,False,False,Canada,1
search_006075,user_01882,superhero movies,2024-12-02,2,Laptop,6.4,False,False,Canada,1
search_006076,user_03951,biographies,2025-10-23,21,Mobile,52.0,False,False,Canada,1
search_006077,user_03860,documentaries,2025-12-23,55,Mobile,13.3,False,False,USA,0
search_006078,user_09653,drama series,2025-02-07,54,Smart TV,26.2,False,True,USA,1
search_006079,user_06216,classic movies,2025-01-26,92,Smart TV,15.7,False,False,USA,1
search_006081,user_03151,new releases,2024-01-04,97,Mobile,12.7,True,False,Canada,1
search_006082,user_04260,animated shows,2024-12-13,60,Mobile,40.8,False,False,USA,1
search_006084,user_04818,documentaries,2025-03-12,85,Mobile,12.0,False,False,Canada,0
search_006085,user_01414,superhero movies,2024-10-12,8,Tablet,40.9,False,False,USA,0
search_006091,user_05539,halloween movies,2024-06-04,19,Mobile,0.5,False,False,Canada,0
search_006092,user_08577,korean drama,2024-02-22,12,Mobile,1.0,False,False,USA,1
search_006094,user_05938,action movies,2024-07-01,63,Mobile,5.5,False,False,USA,1
search_006095,user_08057,true crime,2024-12-01,28,Tablet,1.5,False,False,USA,1
search_006096,user_07169,korean drama,2024-01-02,4,Tablet,6.6,False,False,Canada,0
search_006097,user_02540,halloween movies,2025-05-14,61,Laptop,10.1,False,True,USA,1
search_006098,user_05597,biographies,2024-06-08,9,Smart TV,16.8,False,False,USA,1
search_006099,user_01000,classic movies,2024-09-04,13,Laptop,57.9,False,False,USA,0
search_006100,user_01698,new releases,2024-08-25,1,Smart TV,9.5,False,False,Canada,0
search_006101,user_05207,music documentaries,2024-02-25,17,Smart TV,34.8,False,False,USA,0
search_006102,user_08616,travel documentaries,2025-11-17,14,Laptop,2.9,False,False,Canada,0
search_006104,user_04450,trending now,2025-05-12,56,Smart TV,41.0,False,True,Canada,1
search_006105,user_07866,travel documentaries,2024-10-04,98,Tablet,10.6,False,False,USA,0
search_006108,user_06193,drama series,2024-08-31,44,Smart TV,15.3,False,False,USA,0
search_006109,user_09438,stand up comedy,2025-01-27,63,Laptop,32.8,False,False,Canada,0
search_006110,user_01239,trending now,2025-04-23,29,Tablet,28.7,False,False,USA,0
search_006111,user_08009,netflix originals,2025-11-11,29,Laptop,26.9,False,False,Canada,1
search_006112,user_03029,biographies,2024-07-25,31,Laptop,12.4,True,False,USA,0
search_006114,user_09092,horror movies,2024-03-07,34,Smart TV,5.8,False,False,Canada,0
search_006115,user_08641,comedy shows,2025-06-27,0,Tablet,12.8,False,False,USA,0
search_006117,user_03446,family movies,2024-10-19,36,Smart TV,57.1,False,False,USA,1
search_006119,user_07850,music documentaries,2024-10-23,34,Laptop,6.1,False,False,USA,1
search_006121,user_00726,drama series,2025-08-21,97,Laptop,17.6,False,False,Canada,0
search_006122,user_06049,stand up comedy,2025-06-30,6,Mobile,9.9,False,True,USA,1
search_006124,user_09525,drama series,2024-03-22,16,Smart TV,7.8,False,False,USA,1
search_006125,user_01148,classic movies,2024-03-26,32,Laptop,11.4,False,True,Canada,0
search_006126,user_01926,christmas movies,2025-07-19,97,Tablet,9.2,False,False,USA,0
search_006128,user_09930,sci-fi,2025-02-01,88,Tablet,11.0,True,False,USA,0
search_006130,user_05987,family movies,2024-07-17,77,Mobile,41.2,False,True,Canada,1
search_006133,user_07210,korean drama,2025-08-11,84,Laptop,14.2,False,False,USA,1
search_006134,user_05160,series with only one season,2025-10-31,22,Tablet,14.3,False,True,USA,1
search_006135,user_00747,korean drama,2025-08-10,73,Smart TV,17.5,False,True,USA,1
search_006137,user_01217,cooking shows,2024-09-12,37,Mobile,10.1,False,False,USA,1
search_006138,user_05804,romantic comedies,2024-10-07,3,Laptop,34.8,False,False,Canada,0
search_006139,user_08296,horror movies,2024-03-21,78,Laptop,39.3,False,False,Canada,1
search_006141,user_07257,stand up comedy,2024-11-05,27,Laptop,9.9,False,False,Canada,1
search_006142,user_01428,horror movies,2024-02-04,4,Mobile,5.0,False,True,USA,1
search_006143,user_02168,christmas movies,2024-09-28,94,Smart TV,8.6,False,True,USA,1
search_006144,user_09403,movies based on true stories,2025-04-15,79,Mobile,5.0,False,False,Canada,1
search_006145,user_01660,series with only one season,2025-12-14,3,Tablet,18.0,False,False,Canada,0
search_006146,user_07414,trending now,2025-07-26,54,Smart TV,24.8,False,False,Canada,1
search_006147,user_03249,family movies,2025-10-23,100,Laptop,23.8,False,True,USA,1
search_006148,user_05414,romantic comedies,2024-12-03,28,Laptop,11.6,False,False,USA,0
search_006149,user_06461,korean drama,2025-07-02,91,Tablet,41.5,False,True,USA,1
search_006150,user_07841,halloween movies,2024-04-23,28,Laptop,50.9,True,False,USA,0
search_006152,user_02313,biographies,2025-12-04,40,Smart TV,35.4,False,True,Canada,0
search_006153,user_03807,netflix originals,2024-08-29,44,Mobile,23.6,False,False,USA,1
search_006154,user_01820,trending now,2025-02-16,67,Mobile,10.8,False,False,USA,1
search_006155,user_00063,superhero movies,2025-07-27,61,Smart TV,68.3,False,False,USA,1
search_006156,user_02775,travel documentaries,2025-07-20,14,Tablet,1.8,True,False,USA,1
search_006157,user_05927,christmas movies,2024-11-23,4,Smart TV,17.3,False,False,USA,0
search_006158,user_06791,korean drama,2025-02-02,56,Laptop,15.5,True,False,USA,1
search_006160,user_01214,documentaries,2024-03-13,94,Smart TV,16.8,False,False,USA,1
search_006161,user_09641,christmas movies,2025-01-26,59,Smart TV,16.7,False,False,USA,0
search_006162,user_02722,documentaries,2024-06-06,58,Smart TV,22.4,False,True,USA,0
search_006164,user_00798,action movies,2024-07-14,39,Tablet,16.8,False,False,Canada,1
search_006165,user_04415,animated shows,2025-05-13,68,Mobile,5.4,False,False,USA,0
search_006166,user_00997,korean drama,2025-01-24,43,Laptop,3.1,False,False,USA,0
search_006167,user_03831,sci-fi,2025-07-25,60,Mobile,34.6,False,False,USA,0
search_006168,user_04609,documentaries,2024-07-19,0,Laptop,4.6,False,True,USA,1
search_006169,user_01049,classic movies,2025-05-28,95,Tablet,22.6,False,False,USA,0
search_006170,user_05938,animated shows,2025-07-27,37,Laptop,22.3,False,False,Canada,1
search_006171,user_01313,romantic comedies,2025-08-28,45,Mobile,53.6,False,False,USA,1
search_006173,user_04986,short episodes under 30 minutes,2024-12-04,46,Smart TV,12.4,False,False,USA,0
search_006174,user_05259,drama series,2025-04-25,88,Smart TV,23.8,False,True,USA,1
search_006176,user_05837,animated shows,2025-02-16,94,Smart TV,4.3,True,False,USA,1
search_006177,user_05640,comedy shows,2024-09-03,26,Laptop,2.4,False,False,Canada,0
search_006179,user_02368,superhero movies,2025-10-25,53,Smart TV,15.9,False,False,USA,0
search_006181,user_02069,award winning documentaries,2024-09-05,65,Mobile,4.8,False,False,USA,0
search_006182,user_06308,comedy shows,2025-06-16,60,Smart TV,9.2,False,False,USA,1
search_006183,user_01106,action movies,2024-01-08,65,Tablet,22.7,True,False,Canada,1
search_006185,user_07139,halloween movies,2025-06-21,65,Smart TV,13.8,False,False,USA,0
search_006186,user_09320,biographies,2025-05-29,53,Mobile,18.2,False,False,USA,0
search_006187,user_08788,drama series,2024-10-30,45,Smart TV,7.2,False,False,USA,1
search_006188,user_06941,comedy shows,2024-09-28,84,Mobile,14.9,True,False,Canada,0
search_006189,user_03083,superhero movies,2024-08-27,42,Tablet,11.2,False,False,Canada,0
search_006190,user_06490,documentaries,2024-05-08,70,Smart TV,8.9,False,True,USA,1
search_006193,user_03484,animated shows,2025-09-20,72,Laptop,25.3,True,True,USA,1
search_006194,user_07128,animated shows,2024-02-10,87,Tablet,16.1,True,False,USA,0
search_006195,user_06131,travel documentaries,2024-10-20,86,Smart TV,17.1,False,True,Canada,1
search_006198,user_06672,trending now,2024-07-18,27,Mobile,6.3,False,False,USA,1
search_006200,user_05920,classic movies,2025-07-18,90,Laptop,33.0,False,False,USA,0
search_006201,user_01023,family movies,2025-01-14,67,Laptop,10.6,False,False,Canada,1
search_006202,user_06345,halloween movies,2025-01-12,10,Smart TV,4.3,False,False,USA,0
search_006203,user_03713,music documentaries,2025-07-28,75,Laptop,16.2,False,True,Canada,0
search_006205,user_02736,comedy shows,2024-07-12,19,Smart TV,9.6,False,False,Canada,1
search_006207,user_04074,award winning documentaries,2024-08-16,63,Smart TV,33.5,False,False,Canada,1
search_006209,user_08092,movies like stranger things,2025-10-20,21,Laptop,36.0,False,False,Canada,0
search_006210,user_01094,travel documentaries,2024-02-10,42,Laptop,13.1,True,False,USA,0
search_006211,user_01592,comedy shows,2025-01-14,98,Tablet,3.8,False,False,USA,1
search_006212,user_00606,true crime,2025-06-16,7,Laptop,36.7,False,True,USA,0
search_006213,user_03510,cooking shows,2024-03-05,74,Tablet,25.3,False,False,USA,1
search_006214,user_08832,drama series,2025-12-03,51,Tablet,10.8,False,False,Canada,0
search_006215,user_00262,sci-fi,2024-05-28,78,Smart TV,20.1,True,False,USA,1
search_006216,user_00050,halloween movies,2025-11-10,31,Tablet,11.9,False,False,USA,0
search_006217,user_09176,christmas movies,2024-03-09,47,Smart TV,14.3,False,False,USA,0
search_006219,user_05818,shows with strong female leads,2024-01-20,36,Smart TV,30.1,False,False,Canada,1
search_006220,user_02651,netflix originals,2024-07-24,30,Mobile,23.6,True,False,USA,0
search_006221,user_03368,stand up comedy,2025-05-14,55,Smart TV,9.1,False,True,Canada,1
search_006222,user_00931,halloween movies,2025-06-08,48,Mobile,31.8,False,False,USA,0
search_006223,user_00941,war movies,2024-06-10,56,Smart TV,17.9,False,False,Canada,0
search_006225,user_03621,family movies,2025-12-26,37,Laptop,7.1,False,True,Canada,1
search_006226,user_07702,biographies,2025-03-31,72,Tablet,20.2,False,False,USA,0
search_006227,user_07661,travel documentaries,2024-03-31,19,Smart TV,18.7,False,True,USA,1
search_006228,user_05473,stand up comedy,2025-09-07,88,Mobile,9.4,False,False,USA,0
search_006230,user_01800,trending now,2025-03-17,26,Laptop,13.5,False,False,Canada,1
search_006232,user_07161,netflix originals,2025-02-13,24,Tablet,2.8,False,False,USA,0
search_006233,user_07185,animated shows,2025-07-30,36,Smart TV,18.8,False,True,USA,0
search_006234,user_07472,music documentaries,2024-04-28,83,Laptop,18.9,False,True,Canada,0
search_006236,user_00329,family movies,2025-12-25,81,Laptop,14.2,False,True,USA,1
search_006238,user_07039,trending now,2024-09-30,8,Tablet,25.4,True,False,USA,0
search_006240,user_01842,christmas movies,2025-12-02,75,Laptop,19.1,True,False,USA,1
search_006241,user_03706,action movies,2024-12-11,82,Mobile,23.9,False,True,USA,1
search_006242,user_07043,classic movies,2025-08-13,91,Mobile,6.2,False,False,USA,1
search_006243,user_06924,horror movies,2024-01-11,34,Laptop,6.1,False,False,USA,1
search_006244,user_02262,classic movies,2025-07-28,9,Mobile,22.7,False,True,Canada,1
search_006245,user_02742,animated shows,2024-05-30,87,Laptop,17.8,True,True,Canada,1
search_006246,user_06088,superhero movies,2024-03-27,26,Smart TV,11.1,False,False,Canada,0
search_006251,user_03829,war movies,2025-02-04,20,Mobile,46.8,False,True,USA,1
search_006253,user_09398,travel documentaries,2024-03-30,39,Smart TV,42.0,False,False,Canada,1
search_006254,user_04805,war movies,2024-05-29,100,Smart TV,7.7,True,False,Canada,1
search_006255,user_09400,family movies,2024-05-14,36,Mobile,19.5,False,True,Canada,1
search_006256,user_07037,trending now,2024-02-15,11,Laptop,13.4,False,False,Canada,0
search_006260,user_05684,thriller series,2024-02-23,59,Smart TV,3.3,False,False,USA,1
search_006262,user_03264,classic movies,2024-09-04,74,Laptop,36.6,False,True,USA,1
search_006263,user_00887,biographies,2025-05-15,15,Laptop,15.9,False,False,Canada,0
search_006264,user_05389,movies based on true stories,2025-01-12,97,Smart TV,12.6,False,False,USA,1
search_006267,user_06600,romantic comedies,2025-01-30,15,Laptop,7.8,False,False,USA,0
search_006269,user_08179,true crime,2025-08-24,45,Tablet,16.8,False,False,Canada,0
search_006272,user_00648,short episodes under 30 minutes,2024-08-19,17,Laptop,27.2,False,False,Canada,1
search_006273,user_06549,true crime,2025-03-13,29,Laptop,16.9,False,False,USA,1
search_006274,user_05129,family movies,2025-10-12,70,Mobile,7.4,False,False,Canada,0
search_006275,user_04943,drama series,2025-04-13,63,Laptop,16.8,False,False,Canada,0
search_006278,user_05577,drama series,2025-04-14,98,Smart TV,10.1,True,False,Canada,1
search_006280,user_04741,halloween movies,2025-07-12,96,Laptop,14.4,True,False,USA,0
search_006281,user_06248,drama series,2025-11-14,80,Mobile,14.5,False,True,Canada,1
search_006282,user_09188,animated shows,2025-01-27,97,Mobile,12.1,False,False,USA,0
search_006285,user_01297,netflix originals,2025-07-16,62,Mobile,46.5,False,False,Canada,0
search_006287,user_01522,true crime,2025-11-02,70,Tablet,8.4,False,False,Canada,0
search_006290,user_09008,action movies,2025-05-18,98,Smart TV,16.8,False,False,USA,0
search_006292,user_00258,trending now,2025-05-20,71,Smart TV,12.7,False,False,Canada,1
search_006295,user_08309,stand up comedy,2024-01-25,40,Laptop,19.3,False,False,Canada,0
search_006296,user_06149,travel documentaries,2024-09-02,54,Laptop,8.8,False,True,USA,0
search_006297,user_06653,stand up comedy,2025-08-25,56,Smart TV,34.5,False,False,USA,0
search_006299,user_04506,biographies,2024-07-11,84,Laptop,14.3,False,False,Canada,1
search_006300,user_01400,true crime,2025-01-19,90,Mobile,26.1,False,False,USA,1
search_006301,user_05944,trending now,2025-04-10,2,Smart TV,19.8,False,False,USA,1
search_006302,user_00069,romantic comedies,2025-06-20,57,Tablet,41.8,False,False,Canada,1
search_006303,user_09769,cooking shows,2024-11-18,44,Mobile,18.0,False,False,Canada,0
search_006304,user_02655,classic movies,2025-02-25,20,Tablet,12.4,False,False,USA,1
search_006306,user_07962,biographies,2025-02-16,83,Tablet,7.1,False,True,USA,1
search_006307,user_06463,biographies,2024-12-28,95,Mobile,7.0,True,True,USA,0
search_006308,user_01825,horror movies,2025-04-30,96,Laptop,10.8,True,False,Canada,0
search_006309,user_07561,christmas movies,2025-04-01,72,Smart TV,2.5,False,False,Canada,0
search_006311,user_02444,thriller series,2024-01-14,73,Laptop,22.8,False,True,Canada,1
search_006312,user_02047,classic movies,2025-09-03,90,Smart TV,11.0,False,False,USA,0
search_006313,user_08809,music documentaries,2025-03-13,58,Smart TV,16.8,False,True,USA,0
search_006315,user_01504,halloween movies,2024-10-22,8,Mobile,40.1,False,False,USA,1
search_006317,user_04871,travel documentaries,2024-10-14,71,Tablet,18.4,False,False,USA,0
search_006318,user_04704,travel documentaries,2025-05-05,53,Tablet,28.2,True,False,USA,1
search_006319,user_03030,animated shows,2024-04-28,53,Smart TV,6.2,False,False,USA,0
search_006320,user_00626,trending now,2025-04-09,9,Laptop,21.9,True,False,USA,1
search_006321,user_03446,travel documentaries,2025-08-20,27,Smart TV,22.9,False,False,USA,0
search_006322,user_00759,action movies,2025-06-26,56,Mobile,18.7,False,False,Canada,1
search_006323,user_08500,documentaries,2024-05-24,26,Smart TV,6.9,False,False,USA,1
search_006330,user_03367,drama series,2025-07-16,28,Tablet,32.7,False,False,USA,0
search_006332,user_09364,travel documentaries,2025-05-11,77,Laptop,26.0,True,False,Canada,1
search_006334,user_02313,horror movies,2025-04-01,93,Mobile,24.5,False,False,USA,1
search_006335,user_07431,true crime,2024-02-19,54,Smart TV,7.7,True,True,USA,1
search_006336,user_04597,award winning documentaries,2024-07-31,74,Smart TV,17.0,False,False,USA,0
search_006338,user_02733,animated shows,2024-11-08,81,Tablet,15.0,False,True,USA,1
search_006341,user_04274,drama series,2025-03-08,13,Smart TV,32.3,False,False,USA,0
search_006342,user_01312,netflix originals,2025-05-25,89,Tablet,10.4,False,False,USA,1
search_006345,user_05580,music documentaries,2024-06-29,87,Mobile,20.4,False,False,Canada,0
search_006346,user_02748,animated shows,2024-03-07,1,Smart TV,13.7,False,True,Canada,1
search_006347,user_01512,series with only one season,2025-06-18,75,Mobile,23.1,False,False,USA,1
search_006348,user_06573,romantic comedies,2024-07-06,51,Mobile,35.1,False,False,USA,1
search_006350,user_01774,music documentaries,2024-02-11,41,Laptop,22.6,False,False,USA,0
search_006353,user_00302,action movies,2024-12-26,17,Laptop,15.3,False,False,USA,0
search_006355,user_03765,korean drama,2025-07-04,44,Mobile,35.9,False,False,USA,1
search_006356,user_00259,comedy shows,2025-07-25,94,Tablet,29.7,False,False,USA,1
search_006357,user_01797,classic movies,2025-05-05,18,Laptop,39.5,False,False,USA,1
search_006358,user_05440,comedy shows,2025-04-27,100,Mobile,28.8,False,False,Canada,1
search_006360,user_04528,short episodes under 30 minutes,2025-10-13,69,Tablet,3.6,False,True,Canada,0
search_006361,user_06029,biographies,2024-10-26,5,Smart TV,28.2,False,False,USA,0
search_006362,user_08487,christmas movies,2024-09-26,57,Smart TV,44.2,False,False,USA,1
search_006363,user_06670,documentaries,2024-04-07,2,Mobile,14.8,False,False,Canada,0
search_006365,user_01936,classic movies,2024-08-13,58,Mobile,13.9,False,False,USA,1
search_006366,user_02317,drama series,2024-08-28,16,Tablet,27.5,False,False,USA,1
search_006368,user_02619,thriller series,2025-11-23,10,Smart TV,6.2,False,False,USA,0
search_006369,user_06175,series with only one season,2025-08-20,57,Smart TV,5.8,True,True,Canada,0
search_006370,user_01846,superhero movies,2025-05-13,35,Smart TV,16.8,False,True,USA,1
search_006371,user_01247,travel documentaries,2024-01-31,73,Laptop,8.1,False,True,USA,1
search_006373,user_05819,korean drama,2025-07-22,21,Tablet,14.7,False,False,Canada,0
search_006374,user_07897,action movies,2024-12-19,37,Tablet,22.8,False,False,USA,0
search_006375,user_09432,biographies,2025-09-29,92,Laptop,16.5,True,False,USA,1
search_006376,user_00913,movies like stranger things,2024-06-12,88,Laptop,7.0,False,False,Canada,0
search_006377,user_07713,korean drama,2024-08-14,31,Mobile,19.0,False,False,USA,1
search_006379,user_03631,netflix originals,2024-02-07,61,Smart TV,29.7,False,False,Canada,0
search_006380,user_01607,movies like stranger things,2024-08-05,47,Smart TV,17.2,False,False,USA,1
search_006381,user_02193,documentaries,2024-06-20,95,Tablet,23.4,False,False,USA,1
search_006382,user_06151,horror movies,2025-11-11,100,Mobile,15.1,False,False,USA,0
search_006385,user_04068,movies based on true stories,2025-04-25,84,Mobile,4.3,False,False,USA,1
search_006386,user_00550,action movies,2025-09-11,40,Smart TV,59.2,False,False,Canada,0
search_006387,user_02213,award winning documentaries,2024-01-17,87,Laptop,6.2,False,False,Canada,0
search_006389,user_05503,classic movies,2024-03-30,19,Mobile,35.7,False,True,USA,1
search_006390,user_01103,horror movies,2024-05-31,96,Smart TV,16.8,False,False,USA,0
search_006392,user_00721,family movies,2024-06-07,2,Mobile,30.9,True,False,USA,1
search_006393,user_05256,true crime,2025-12-07,64,Laptop,6.6,False,False,USA,0
search_006395,user_07510,new releases,2024-06-10,89,Laptop,20.6,False,False,USA,1
search_006397,user_00639,documentaries,2025-05-14,7,Smart TV,85.0,False,False,USA,1
search_006399,user_05422,horror movies,2025-12-20,7,Smart TV,10.2,True,True,USA,0
search_006400,user_03184,netflix originals,2025-03-13,61,Mobile,27.1,False,False,USA,0
search_006401,user_06061,trending now,2024-09-09,81,Laptop,4.5,True,False,USA,1
search_006403,user_06585,documentaries,2024-01-08,57,Mobile,49.7,False,True,Canada,1
search_006404,user_01762,halloween movies,2025-08-26,88,Laptop,16.8,False,False,USA,0
search_006405,user_08817,true crime,2024-06-04,83,Mobile,9.2,False,False,Canada,1
search_006406,user_01764,thriller series,2024-11-21,50,Mobile,11.5,False,True,USA,1
search_006407,user_08662,classic movies,2025-12-21,24,Smart TV,12.6,False,False,USA,1
search_006410,user_01350,travel documentaries,2024-12-02,98,Laptop,20.1,False,True,Canada,0
search_006413,user_05560,music documentaries,2025-01-15,75,Laptop,47.9,True,False,USA,1
search_006415,user_03109,travel documentaries,2024-09-17,34,Laptop,14.3,False,False,USA,1
search_006417,user_00554,best movies 2024,2024-02-22,29,Tablet,21.9,False,True,Canada,1
search_006418,user_02376,netflix originals,2025-08-24,58,Tablet,2.1,False,False,USA,0
search_006419,user_03781,netflix originals,2025-01-13,49,Tablet,16.8,False,True,USA,0
search_006421,user_05797,new releases,2025-04-13,61,Laptop,12.0,False,False,Canada,1
search_006422,user_09001,documentaries,2024-06-21,52,Smart TV,6.5,False,True,USA,0
search_006423,user_04074,sci-fi,2024-02-12,80,Tablet,10.3,False,True,Canada,1
search_006424,user_03781,true crime,2024-09-14,85,Laptop,13.2,False,False,USA,0
search_006431,user_05631,biographies,2024-03-30,66,Tablet,32.1,False,True,Canada,1
search_006432,user_09684,sci-fi,2025-07-14,92,Laptop,6.2,False,True,Canada,0
search_006433,user_03862,sci-fi,2025-05-15,2,Smart TV,7.2,False,False,Canada,0
search_006434,user_02595,best movies 2024,2025-04-08,68,Laptop,13.2,False,False,USA,1
search_006435,user_07538,sci-fi,2025-05-14,61,Tablet,10.6,False,False,Canada,1
search_006436,user_05352,animated shows,2025-01-02,59,Tablet,25.7,False,False,Canada,1
search_006439,user_04233,best movies 2024,2025-09-01,70,Mobile,19.6,False,True,USA,0
search_006440,user_04289,biographies,2025-02-13,100,Tablet,14.1,False,False,Canada,1
search_006442,user_05065,drama series,2025-06-24,21,Smart TV,19.1,False,True,Canada,0
search_006444,user_08616,netflix originals,2024-08-05,88,Laptop,2.2,False,False,Canada,1
search_006445,user_02686,netflix originals,2025-07-11,65,Mobile,6.4,True,False,USA,1
search_006446,user_01495,romantic comedies,2025-04-05,70,Smart TV,13.4,False,False,USA,1
search_006448,user_08876,trending now,2024-09-29,18,Tablet,23.4,False,False,Canada,0
search_006449,user_06949,documentaries,2024-03-19,61,Smart TV,37.9,False,True,USA,0
search_006450,user_08929,music documentaries,2025-08-26,58,Mobile,21.0,False,False,USA,0
search_006451,user_06527,comedy shows,2025-06-05,76,Smart TV,23.0,False,False,Canada,0
search_006452,user_09976,romantic comedies,2025-05-17,20,Tablet,8.6,False,True,Canada,1
search_006453,user_04920,movies based on true stories,2024-06-01,44,Mobile,25.2,False,False,USA,1
search_006454,user_00639,horror movies,2024-04-25,57,Smart TV,16.8,False,False,USA,0
search_006456,user_02633,war movies,2025-02-28,17,Mobile,21.6,False,False,USA,0
search_006459,user_02751,action movies,2025-08-23,12,Laptop,51.1,False,False,Canada,1
search_006461,user_07607,true crime,2025-02-27,64,Smart TV,11.7,True,False,Canada,0
search_006465,user_06936,comedy shows,2025-12-19,38,Tablet,15.9,False,True,USA,1
search_006468,user_01327,korean drama,2024-09-27,11,Smart TV,23.9,False,False,USA,1
search_006469,user_07349,action movies,2024-06-11,55,Tablet,12.5,False,False,USA,0
search_006470,user_02868,documentaries,2025-03-17,32,Mobile,5.3,False,False,Canada,1
search_006471,user_05154,christmas movies,2025-05-07,19,Laptop,16.5,False,False,USA,0
search_006472,user_03758,horror movies,2024-12-21,23,Tablet,41.5,False,False,USA,1
search_006473,user_03683,cooking shows,2025-06-08,90,Mobile,37.5,False,True,Canada,1
search_006474,user_07714,stand up comedy,2025-06-02,6,Smart TV,14.7,False,False,USA,0
search_006476,user_06862,thriller series,2024-04-03,79,Laptop,7.2,False,True,USA,1
search_006477,user_05460,halloween movies,2025-03-23,44,Mobile,27.2,False,False,USA,1
search_006478,user_02955,animated shows,2024-11-30,98,Mobile,13.9,False,False,USA,0
search_006479,user_06955,drama series,2025-12-05,67,Smart TV,23.5,False,False,USA,1
search_006480,user_04289,romantic comedies,2025-04-02,18,Laptop,25.7,False,False,Canada,0
search_006481,user_07581,classic movies,2024-02-23,30,Tablet,21.2,False,False,USA,1
