user_id,age,gender,primary_device,is_active,days_since_last_watch,watch_last_7d,watch_last_30d,engagement_ratio_7v30,total_sessions,total_watch_minutes,avg_completion_rate,watch_decline_ratio,rec_click_rate,avg_rec_score_seen,total_searches,avg_search_time,avg_search_click_rate,avg_rating_given,avg_sentiment_score,tenure_days,monthly_spend,subscription_plan,segment,churn_probability
user_00814,50.0,Unknown,Tablet,True,180,0.0,0.0,0.0,10,626.6999999999999,52.87,0.0,0.0,0.835,3,15.833333333333332,1.0,5.0,0.644,360,24.46,Premium,2,1.0
user_07908,59.0,Male,Desktop,True,244,0.0,0.0,0.0,6,303.90000000000003,45.21666666666667,0.0,0.12500000000000003,0.48925,2,16.8,1.0,3.0,0.546,494,17.71,Standard,2,1.0
user_09649,29.0,Male,Desktop,True,71,0.0,0.0,0.0,7,640.0,43.457142857142856,0.0,0.25,0.58875,1,36.8,1.0,4.0,0.609,589,25.66,Standard,0,1.0
user_01545,32.0,Male,Gaming Console,True,154,0.0,0.0,0.0,8,577.9,44.974999999999994,0.0,0.0,0.645,2,15.75,1.0,0.0,0.0,288,16.3,Premium,2,1.0
user_02141,26.0,Prefer not to say,Gaming Console,True,70,0.0,0.0,0.0,11,624.1,59.25454545454546,0.0,0.11111111111111113,0.5814444444444444,1,36.8,1.0,4.5,0.8955,1010,16.4,Basic,3,1.0
user_03940,33.0,Female,Gaming Console,True,67,0.0,0.0,0.0,10,581.1,55.410000000000004,0.0,0.25,0.57925,3,23.53333333333333,1.0,4.2,0.7352,294,1.67,Basic,3,1.0
user_06220,28.0,Male,Laptop,False,78,0.0,0.0,0.0,11,1144.6,48.0090909090909,0.0,0.0,0.2986666666666667,1,26.1,1.0,4.25,0.7110000000000001,1179,25.55,Basic,1,1.0
user_05359,9.0,Unknown,Mobile,True,91,0.0,0.0,0.0,10,559.5,54.85,0.0,0.2,0.6940000000000001,1,8.7,1.0,3.0,0.534,1040,10.17,Basic,3,1.0
user_08381,51.0,Female,Smart TV,False,93,0.0,0.0,0.0,13,616.3000000000001,39.38461538461539,0.0,0.25000000000000006,0.51425,1,22.3,1.0,3.6666666666666665,0.7553333333333333,328,5.58,Premium+,1,1.0
user_09673,34.0,Female,Smart TV,True,145,0.0,0.0,0.0,10,461.9,41.22,0.0,0.2,0.6496,4,20.2,1.0,5.0,0.651,459,18.68,Basic,0,1.0
user_01411,59.0,Female,Tablet,True,256,0.0,0.0,0.0,8,428.4,61.28750000000001,0.0,0.125,0.503875,1,2.5,1.0,3.0,0.6745000000000001,1067,26.68,Premium,2,1.0
user_03426,47.0,Male,Desktop,True,69,0.0,0.0,0.0,7,419.29999999999995,49.542857142857144,0.0,0.0,0.126,4,16.7,1.0,3.6666666666666665,0.749,635,12.68,Standard,0,1.0
user_02254,35.0,Male,Gaming Console,True,239,0.0,0.0,0.0,9,439.7,53.9,0.0,0.125,0.419375,1,20.5,1.0,3.6666666666666665,0.7296666666666667,218,40.28,Premium,2,1.0
user_05261,46.0,Male,Gaming Console,True,172,0.0,0.0,0.0,11,894.9000000000001,55.65454545454545,0.0,0.16666666666666669,0.6098333333333334,1,12.2,1.0,3.0,0.46266666666666667,245,14.51,Basic,2,1.0
user_09844,55.0,Male,Laptop,True,163,0.0,0.0,0.0,6,599.0,64.9,0.0,0.28571428571428575,0.5262857142857144,1,18.0,1.0,4.333333333333333,0.6606666666666666,886,38.58,Premium,2,1.0
user_08028,52.0,Female,Smart TV,True,203,0.0,0.0,0.0,11,536.8,60.34545454545455,0.0,0.16666666666666669,0.38666666666666666,2,26.6,1.0,4.0,0.7516666666666666,795,7.13,Standard,2,1.0
user_07308,27.0,Female,Smart TV,True,87,0.0,0.0,0.0,12,490.3,38.800000000000004,0.0,0.25,0.6065,1,7.5,1.0,3.3333333333333335,0.5456666666666666,688,15.31,Standard,0,1.0
user_05338,28.0,Male,Smart TV,False,284,0.0,0.0,0.0,9,514.1999999999999,37.27777777777778,0.0,0.0,0.774,1,9.1,1.0,4.0,0.932,380,2.66,Standard,2,1.0
user_04125,43.0,Male,Tablet,True,79,0.0,0.0,0.0,9,430.30000000000007,48.88888888888889,0.0,0.5,0.439,1,20.2,1.0,3.0,0.51925,771,26.73,Premium,0,1.0
user_01104,21.0,Female,Tablet,True,215,0.0,0.0,0.0,10,556.2,64.19999999999999,0.0,0.25,0.6575,1,6.2,1.0,0.0,0.0,865,5.29,Basic,2,1.0
user_07110,32.0,Female,Tablet,True,101,0.0,0.0,0.0,8,516.8000000000001,30.200000000000003,0.0,0.25,0.736,2,11.3,1.0,3.5,0.6910000000000001,577,9.86,Standard,0,1.0
user_04378,50.0,Male,Tablet,True,144,0.0,0.0,0.0,10,818.4,53.28,0.0,0.0,0.8445,3,15.966666666666667,1.0,0.0,0.0,750,1.51,Standard,2,1.0
user_04732,21.0,Female,Tablet,True,138,0.0,0.0,0.0,7,393.5,43.271428571428565,0.0,0.39999999999999997,0.5468,1,22.0,1.0,3.5,0.6145,974,19.18,Premium,0,1.0
user_02494,45.0,Male,Desktop,True,69,0.0,0.0,0.0,8,348.59999999999997,60.78750000000001,0.0,0.2,0.5192,1,15.7,1.0,3.0,0.574,326,15.04,Premium,3,1.0
user_01894,28.0,Female,Desktop,True,94,0.0,0.0,0.0,8,386.59999999999997,51.150000000000006,0.0,0.0,0.7786000000000001,4,18.474999999999998,1.0,1.0,0.198,387,2.56,Basic,3,1.0
user_09539,24.0,Female,Gaming Console,True,232,0.0,0.0,0.0,7,406.20000000000005,65.88571428571429,0.0,0.0,0.4804,2,22.700000000000003,1.0,4.0,0.821,491,14.82,Standard,2,1.0
user_00637,42.0,Female,Laptop,False,93,0.0,0.0,0.0,5,279.59999999999997,41.9,0.0,0.0,0.159,1,14.2,1.0,3.0,0.4865,1108,2.86,Premium+,0,1.0
user_07537,26.0,Male,Mobile,True,146,0.0,0.0,0.0,7,476.90000000000003,46.871428571428574,0.0,0.0,0.431,2,20.4,1.0,3.0,0.48749999999999993,449,36.89,Standard,2,1.0
user_05049,48.0,Male,Smart TV,False,90,0.0,0.0,0.0,8,589.1,52.949999999999996,0.0,0.25,0.40125,1,11.0,1.0,4.0,0.735,299,8.49,Premium,3,1.0
user_01375,39.0,Unknown,Tablet,True,126,0.0,0.0,0.0,10,738.1,55.96,0.0,0.33333333333333337,0.5846666666666667,3,17.066666666666666,1.0,3.0,0.5185,483,20.39,Premium,3,1.0
user_03077,38.0,Male,Tablet,True,185,0.0,0.0,0.0,7,948.3000000000001,59.58571428571428,0.0,0.2,0.5908,4,22.25,1.0,0.0,0.0,824,17.99,Premium,2,1.0
user_03539,31.0,Male,Gaming Console,True,230,0.0,0.0,0.0,8,428.1,40.800000000000004,0.0,0.0,0.0,1,16.1,1.0,4.0,0.705,467,8.09,Basic,2,1.0
user_02394,38.0,Male,Laptop,True,73,0.0,0.0,0.0,7,327.79999999999995,46.857142857142854,0.0,0.0,0.526,1,1.9,1.0,0.0,0.0,386,9.49,Premium,0,1.0
user_01365,31.0,Male,Laptop,True,67,0.0,0.0,0.0,9,515.8000000000001,43.888888888888886,0.0,0.4,0.5548,1,9.2,1.0,4.5,0.6639999999999999,608,5.48,Premium,0,1.0
user_03052,18.0,Male,Smart TV,True,80,0.0,0.0,0.0,19,1205.2,47.126315789473686,0.0,0.25000000000000006,0.540625,2,6.9,1.0,3.5,0.4765,661,17.61,Premium,1,1.0
user_04518,25.0,Prefer not to say,Desktop,True,204,0.0,0.0,0.0,8,504.8,39.0375,0.0,0.25,0.667,2,19.700000000000003,1.0,3.5,0.43900000000000006,162,12.48,Premium,2,1.0
user_06481,16.0,Male,Desktop,True,153,0.0,0.0,0.0,7,361.99999999999994,44.89999999999999,0.0,0.0,0.4678333333333333,2,23.7,1.0,0.0,0.0,544,30.09,Standard,2,1.0
user_07540,27.0,Female,Desktop,False,128,0.0,0.0,0.0,13,923.6,46.0923076923077,0.0,0.16666666666666669,0.5581666666666667,2,12.85,1.0,3.0,0.496,822,24.44,Basic,1,1.0
user_09352,34.0,Unknown,Gaming Console,True,131,0.0,0.0,0.0,7,372.2,54.142857142857146,0.0,0.25,0.55925,1,30.3,1.0,0.0,0.0,1022,11.94,Standard,3,1.0
user_01298,53.0,Male,Gaming Console,False,244,0.0,0.0,0.0,6,200.8,51.2,0.0,0.16666666666666669,0.6878333333333333,1,24.5,1.0,5.0,0.669,812,29.11,Standard,2,1.0
user_00801,30.0,Unknown,Laptop,True,73,0.0,0.0,0.0,6,470.6,57.48333333333334,0.0,0.0,0.522375,1,20.5,1.0,3.25,0.49849999999999994,808,6.58,Standard,3,1.0
user_04479,34.0,Male,Laptop,False,78,0.0,0.0,0.0,8,307.0,31.8,0.0,0.0,0.807,1,9.5,1.0,0.0,0.0,270,12.86,Premium,0,0.997
user_00535,29.0,Female,Laptop,True,138,0.0,0.0,0.0,6,497.90000000000003,42.48333333333333,0.0,0.25,0.48125,2,17.8,1.0,2.5,0.681,532,15.69,Standard,0,1.0
user_08427,17.0,Male,Laptop,True,215,0.0,0.0,0.0,4,272.3,52.55,0.0,0.0,0.5918571428571429,1,3.9,1.0,4.0,0.734,948,4.19,Premium,2,0.999
user_09542,40.0,Female,Mobile,True,171,0.0,0.0,0.0,7,307.7,46.07142857142857,0.0,0.25,0.6359999999999999,1,16.2,1.0,0.0,0.0,607,844.61,Basic,2,1.0
user_06676,50.0,Female,Mobile,True,173,0.0,0.0,0.0,10,644.5,44.239999999999995,0.0,0.0,0.37825,2,11.45,1.0,4.0,0.6005,644,15.47,Premium+,2,1.0
user_01635,35.0,Male,Smart TV,True,69,0.0,0.0,0.0,14,911.6,51.17857142857143,0.0,0.0,0.54125,2,14.5,1.0,5.0,0.607,518,4.41,Basic,1,1.0
user_04139,43.0,Male,Smart TV,True,152,0.0,0.0,0.0,14,985.4,32.364285714285714,0.0,0.25,0.63175,2,22.950000000000003,1.0,4.0,0.7195,997,13.16,Premium,0,1.0
user_04622,23.0,Unknown,Tablet,True,89,0.0,0.0,0.0,10,416.3,41.85,0.0,0.0,0.4573333333333333,4,18.724999999999998,1.0,5.0,0.802,1099,2.96,Premium,0,1.0
user_05888,27.0,Female,Desktop,True,189,0.0,0.0,0.0,7,322.29999999999995,58.42857142857143,0.0,0.1818181818181818,0.5158181818181818,1,16.8,1.0,5.0,0.646,446,13.24,Premium,2,1.0
user_09628,13.0,Female,Desktop,True,91,0.0,0.0,0.0,7,242.79999999999998,58.34285714285714,0.0,0.0,0.7755,3,40.56666666666667,1.0,5.0,0.771,1095,31.02,Basic,3,1.0
user_03986,47.0,Male,Desktop,True,264,0.0,0.0,0.0,8,425.50000000000006,63.412499999999994,0.0,0.0,0.45166666666666666,2,20.35,1.0,0.0,0.0,419,36.0,Premium,2,1.0
user_00312,32.0,Female,Gaming Console,True,94,0.0,0.0,0.0,5,286.3,38.879999999999995,0.0,0.0,0.6585,1,24.2,1.0,0.0,0.0,910,24.84,Standard,0,1.0
user_06458,46.0,Male,Gaming Console,True,212,0.0,0.0,0.0,11,969.0000000000001,42.68181818181818,0.0,0.0,0.6252500000000001,2,14.9,1.0,3.0,0.4866666666666666,901,7.37,Basic,2,1.0
user_03000,28.0,Male,Gaming Console,False,176,0.0,0.0,0.0,9,451.5,32.27777777777778,0.0,0.28571428571428575,0.5782857142857143,2,10.25,1.0,5.0,0.954,813,12.09,Premium,0,1.0
user_02587,14.0,Male,Laptop,True,91,0.0,0.0,0.0,12,684.7,51.391666666666666,0.0,0.18181818181818182,0.6395454545454545,4,25.575,1.0,3.3333333333333335,0.6183333333333333,154,1.12,Premium+,1,1.0
user_09005,30.0,Male,Laptop,True,104,0.0,0.0,0.0,9,294.90000000000003,54.17777777777778,0.0,0.33333333333333337,0.5268333333333333,1,5.7,1.0,2.6666666666666665,0.4246666666666667,638,13.02,Basic,3,1.0
user_05147,45.0,Female,Mobile,True,314,0.0,0.0,0.0,3,189.3,49.96666666666666,0.0,0.0,0.7492,2,21.5,1.0,3.0,0.5145,484,15.15,Premium,2,1.0
user_01612,21.0,Female,Smart TV,True,123,0.0,0.0,0.0,11,628.4,43.781818181818174,0.0,0.0,0.669,2,12.149999999999999,1.0,0.0,0.0,1016,4.62,Standard,0,1.0
user_00490,35.0,Female,Tablet,True,95,0.0,0.0,0.0,14,804.7000000000002,50.62857142857143,0.0,0.16666666666666666,0.48883333333333334,3,19.666666666666668,1.0,4.333333333333333,0.7956666666666666,316,6.19,Standard,1,1.0
user_00360,50.0,Male,Desktop,True,94,0.0,0.0,0.0,7,368.2,46.15714285714286,0.0,0.1,0.6123999999999999,3,19.733333333333334,1.0,5.0,0.907,684,8.7,Basic,0,1.0
user_00707,60.0,Female,Desktop,True,258,0.0,0.0,0.0,4,1010.9000000000001,44.875,0.0,0.0,0.6497499999999999,1,36.9,1.0,4.0,0.64,461,27.33,Standard,2,1.0
user_08511,32.0,Male,Desktop,True,70,0.0,0.0,0.0,6,299.4,21.233333333333334,0.0,0.16666666666666669,0.6405000000000001,1,21.2,1.0,4.0,0.733,600,11.39,Standard,0,1.0
user_04279,35.0,Female,Gaming Console,False,67,0.0,0.0,0.0,8,375.6,43.849999999999994,0.0,0.0,0.44959999999999994,1,9.2,1.0,4.0,0.691,932,4.13,Standard,0,1.0
user_04367,53.0,Male,Gaming Console,True,133,0.0,0.0,0.0,6,194.70000000000002,41.46666666666666,0.0,0.0,0.5888,1,14.0,1.0,3.5,0.5865,521,13.48,Standard,0,1.0
user_04353,38.0,Unknown,Gaming Console,True,141,0.0,0.0,0.0,10,1150.3,69.24,0.0,0.6666666666666666,0.45666666666666667,2,22.15,1.0,4.0,0.778,617,5.93,Basic,3,1.0
user_06780,26.0,Male,Laptop,True,138,0.0,0.0,0.0,11,751.2,64.65454545454546,0.0,0.25,0.457,3,9.866666666666667,1.0,4.0,0.602,549,3.02,Standard,3,1.0
user_08536,13.0,Female,Laptop,True,212,0.0,0.0,0.0,9,265.9,48.93333333333333,0.0,0.375,0.623,2,23.45,1.0,4.2,0.773,1220,4.77,Premium,2,1.0
user_05472,30.0,Male,Laptop,True,115,0.0,0.0,0.0,8,541.8,41.537499999999994,0.0,0.0,0.8190000000000001,1,29.7,1.0,3.6666666666666665,0.7706666666666666,1202,13.77,Premium,0,1.0
user_05668,16.0,Female,Smart TV,True,290,0.0,0.0,0.0,7,390.2,25.2,0.0,0.3333333333333333,0.5796666666666667,1,7.8,1.0,0.0,0.0,857,10.17,Standard,2,1.0
user_05744,16.0,Other,Tablet,False,93,0.0,0.0,0.0,8,448.6,51.425,0.0,0.0,0.5755000000000001,1,32.1,1.0,0.0,0.0,1215,20.1,Standard,3,1.0
user_02617,36.0,Male,Gaming Console,True,81,0.0,0.0,0.0,4,163.20000000000002,39.425,0.0,0.0,0.3825,1,7.7,1.0,4.0,0.679,1199,7.01,Premium,0,1.0
user_00768,25.0,Female,Gaming Console,True,173,0.0,0.0,0.0,11,1178.5000000000002,28.645454545454548,0.0,0.2,0.7312000000000001,1,33.9,1.0,0.0,0.0,1031,25.75,Basic,0,1.0
user_04700,35.0,Female,Laptop,True,96,0.0,0.0,0.0,7,900.8,51.51428571428571,0.0,0.125,0.47375,1,16.8,1.0,4.0,0.783,1129,8.87,Basic,3,1.0
user_07366,45.0,Female,Mobile,True,303,0.0,0.0,0.0,7,413.6,37.68571428571428,0.0,0.25000000000000006,0.42933333333333334,5,16.8,1.0,0.0,0.0,1116,31.75,Basic,2,1.0
user_03937,35.0,Female,Mobile,True,153,0.0,0.0,0.0,14,839.1,62.957142857142856,0.0,0.4,0.6612,4,21.025,1.0,0.0,0.0,414,29.17,Premium,1,1.0
user_07810,40.0,Male,Smart TV,True,139,0.0,0.0,0.0,7,349.9,43.94285714285715,0.0,0.0,0.36975,3,14.166666666666668,1.0,4.0,0.7243333333333333,285,4.28,Standard,0,1.0
user_01408,12.0,Female,Tablet,True,184,0.0,0.0,0.0,7,851.3000000000001,49.900000000000006,0.0,0.16666666666666669,0.35800000000000004,2,14.0,1.0,4.285714285714286,0.7327142857142857,185,41.4,Premium+,2,1.0
user_01666,51.0,Unknown,Desktop,True,104,0.0,0.0,0.0,12,878.0,56.0,0.0,0.0,0.751,1,3.8,1.0,4.333333333333333,0.843,844,2.81,Premium+,1,1.0
user_01307,28.0,Unknown,Desktop,True,167,0.0,0.0,0.0,9,454.1000000000001,52.26666666666667,0.0,0.25,0.6255,1,5.5,1.0,0.0,0.0,920,6.61,Premium,2,1.0
user_04260,15.0,Female,Gaming Console,True,79,0.0,0.0,0.0,10,731.5999999999999,44.11,0.0,0.0,0.9326666666666668,3,46.599999999999994,1.0,0.0,0.0,1061,36.65,Premium+,0,1.0
user_07643,56.0,Male,Laptop,False,369,0.0,0.0,0.0,8,408.29999999999995,47.1,0.0,0.0,0.54775,1,3.2,1.0,2.0,0.41200000000000003,806,23.43,Standard,2,1.0
user_05978,23.0,Female,Laptop,True,95,0.0,0.0,0.0,12,894.4000000000001,57.18333333333333,0.0,0.33333333333333337,0.6538333333333333,3,22.03333333333333,1.0,4.5,0.8049999999999999,313,11.43,Standard,3,1.0
user_02117,46.0,Male,Mobile,True,95,0.0,0.0,0.0,8,598.5,65.6125,0.0,0.0,0.48899999999999993,1,16.8,1.0,5.0,0.779,301,12.82,Standard,3,1.0
user_05077,28.0,Other,Smart TV,False,281,0.0,0.0,0.0,10,801.6999999999999,65.34,0.0,0.0,0.5790000000000001,1,36.2,1.0,0.0,0.0,681,23.25,Standard,2,0.999
user_08881,34.0,Male,Tablet,True,173,0.0,0.0,0.0,6,599.5000000000001,42.18333333333333,0.0,0.2,0.546,3,25.0,1.0,3.5,0.6645000000000001,696,28.35,Premium,2,1.0
user_01592,33.0,Male,Tablet,True,127,0.0,0.0,0.0,12,925.3,46.36666666666667,0.0,1.0,0.1635,1,3.8,1.0,0.0,0.0,565,4.46,Basic,1,0.999
user_03467,56.0,Male,Desktop,True,97,0.0,0.0,0.0,10,808.0,59.809999999999995,0.0,0.4285714285714286,0.8514285714285714,2,14.700000000000001,1.0,3.0,0.536,213,8.2,Premium+,3,1.0
user_06961,15.0,Unknown,Desktop,True,65,0.0,0.0,0.0,14,705.7,47.93571428571429,0.0,0.0,0.628,2,27.450000000000003,1.0,4.333333333333333,0.6643333333333333,358,11.6,Standard,1,1.0
user_00297,34.0,Unknown,Smart TV,True,70,0.0,0.0,0.0,9,584.4000000000001,42.25555555555555,0.0,0.0,0.67,2,21.1,1.0,4.0,0.888,188,18.6,Premium,0,1.0
user_09545,28.0,Female,Tablet,True,151,0.0,0.0,0.0,5,294.3,48.76,0.0,0.5,0.732,1,13.8,1.0,3.5,0.5495,741,7.91,Premium,2,1.0
user_00052,20.0,Male,Tablet,True,152,0.0,0.0,0.0,9,752.0999999999999,45.25555555555555,0.0,0.25,0.7,1,18.6,1.0,3.6666666666666665,0.6296666666666666,1197,15.39,Premium,2,1.0
user_06131,70.0,Male,Desktop,True,65,0.0,0.0,0.0,8,506.99999999999994,54.775,0.0,0.0,0.43833333333333335,4,12.525,1.0,3.8333333333333335,0.7003333333333334,267,17.93,Standard,3,1.0
user_00522,26.0,Female,Gaming Console,False,133,0.0,0.0,0.0,15,1198.3,48.30666666666667,0.0,0.12500000000000003,0.5538750000000001,3,20.633333333333333,1.0,5.0,0.661,704,12.98,Standard,1,1.0
user_06909,56.0,Male,Laptop,True,242,0.0,0.0,0.0,6,267.99999999999994,64.25,0.0,0.16666666666666669,0.5675,2,7.7,1.0,0.0,0.0,181,8.16,Standard,2,1.0
user_09536,32.0,Male,Laptop,True,141,0.0,0.0,0.0,12,1171.0,44.85,0.0,0.16666666666666669,0.5736666666666667,3,10.066666666666666,1.0,1.0,0.115,1006,6.25,Premium,1,1.0
user_04425,28.0,Female,Smart TV,True,223,0.0,0.0,0.0,8,348.2,29.962500000000002,0.0,0.2,0.4572,1,16.3,1.0,4.2,0.7486,506,23.23,Standard,2,1.0
user_08769,26.0,Male,Tablet,True,147,0.0,0.0,0.0,5,247.99999999999997,65.96000000000001,0.0,0.0,0.5946666666666667,1,9.2,1.0,3.0,0.506,998,7.5,Premium+,3,1.0
user_08541,10.0,Male,Tablet,False,140,0.0,0.0,0.0,9,558.9,41.511111111111106,0.0,0.39999999999999997,0.5753,2,13.35,1.0,2.0,0.344,315,11.96,Premium,0,1.0
user_04540,38.0,Male,Tablet,False,65,0.0,0.0,0.0,9,482.3999999999999,59.2,0.0,0.0,0.425,2,13.549999999999999,1.0,4.0,0.809,336,19.14,Basic,3,1.0
user_00012,41.0,Female,Tablet,True,91,0.0,0.0,0.0,15,699.9000000000001,44.63333333333333,0.0,0.25,0.67225,5,21.12,1.0,0.0,0.0,1192,29.23,Premium,1,1.0
user_08708,32.0,Other,Desktop,True,128,0.0,0.0,0.0,12,939.2,47.93333333333333,0.0,0.5,0.6839999999999999,3,15.4,1.0,3.0,0.5425,605,7.45,Standard,1,1.0
user_01514,19.0,Male,Gaming Console,True,125,0.0,0.0,0.0,8,597.1,55.037499999999994,0.0,0.25,0.53225,3,20.2,1.0,4.0,0.6945,730,20.42,Basic,3,1.0
user_08631,45.0,Male,Gaming Console,True,141,0.0,0.0,0.0,7,357.8,44.94285714285714,0.0,0.16666666666666669,0.4515,2,17.9,1.0,0.0,0.0,1246,15.89,Premium,2,0.999
user_09947,37.0,Female,Mobile,True,70,0.0,0.0,0.0,4,223.50000000000003,50.95,0.0,0.0,0.5825,1,42.8,1.0,5.0,0.898,484,3.62,Premium,3,1.0
user_03458,34.0,Male,Tablet,False,110,0.0,0.0,0.0,13,749.6999999999999,51.81538461538462,0.0,0.0,0.53625,1,6.6,1.0,3.0,0.669,634,12.3,Standard,1,1.0
user_05728,38.0,Prefer not to say,Tablet,True,70,0.0,0.0,0.0,10,510.79999999999995,51.64,0.0,0.0,0.4765,2,5.15,1.0,5.0,0.8115,238,23.46,Standard,3,1.0
user_00454,37.0,Female,Desktop,True,158,0.0,0.0,0.0,8,439.2,55.05,0.0,0.22222222222222227,0.68,1,9.3,1.0,3.0,0.593,1000,10.68,Basic,2,1.0
user_05653,30.0,Male,Desktop,True,116,0.0,0.0,0.0,11,509.7,38.5,0.0,0.16666666666666669,0.5733333333333333,1,36.5,1.0,4.0,0.9485,519,22.25,Basic,0,1.0
user_08308,60.0,Female,Desktop,True,138,0.0,0.0,0.0,10,811.3000000000001,46.81,0.0,0.0,0.70825,3,14.366666666666665,1.0,2.0,0.31299999999999994,186,18.57,Standard,0,1.0
user_03354,51.0,Unknown,Gaming Console,True,158,0.0,0.0,0.0,5,210.4,59.84,0.0,0.2857142857142857,0.48614285714285715,1,20.9,1.0,4.0,0.665,320,4.86,Standard,2,1.0
user_07641,51.0,Female,Gaming Console,True,203,0.0,0.0,0.0,6,481.5,38.3,0.0,0.33333333333333337,0.5076666666666667,1,14.9,1.0,2.5,0.5915,514,14.89,Basic,2,1.0
user_03114,48.0,Unknown,Gaming Console,True,175,0.0,0.0,0.0,6,228.20000000000002,66.18333333333334,0.0,0.0,0.5187999999999999,1,5.2,1.0,4.0,0.6453333333333333,1045,28.14,Standard,2,1.0
user_07614,34.0,Female,Laptop,True,178,0.0,0.0,0.0,4,262.8,44.525,0.0,0.0,0.5874999999999999,1,16.8,1.0,4.0,0.681,890,25.82,Premium,2,1.0
user_00829,6.0,Unknown,Laptop,True,145,0.0,0.0,0.0,9,628.9000000000001,54.766666666666666,0.0,0.0,0.6645000000000001,2,23.5,1.0,0.0,0.0,517,15.42,Premium+,2,1.0
user_01504,55.0,Male,Laptop,True,203,0.0,0.0,0.0,6,267.5,47.28333333333333,0.0,0.2,0.6352,2,37.650000000000006,1.0,4.0,0.925,1171,11.73,Premium,2,1.0
user_06733,40.0,Unknown,Smart TV,True,73,0.0,0.0,0.0,15,837.4000000000001,48.54666666666667,0.0,0.25,0.434125,1,17.4,1.0,2.0,0.08549999999999999,656,20.05,Premium,1,1.0
user_03133,52.0,Male,Tablet,True,78,0.0,0.0,0.0,6,258.2,54.53333333333333,0.0,0.5,0.49683333333333335,2,13.95,1.0,3.0,0.412,204,16.72,Standard,3,1.0
user_05066,40.0,Male,Tablet,True,95,0.0,0.0,0.0,9,445.40000000000003,34.011111111111106,0.0,0.0,0.43125,3,19.633333333333333,1.0,4.0,0.605,190,6.38,Premium,0,1.0
user_05504,37.0,Male,Desktop,True,79,0.0,0.0,0.0,9,728.2,48.711111111111116,0.0,0.25,0.9047499999999999,1,6.3,1.0,4.0,0.641,1004,4.74,Basic,0,1.0
user_02175,19.0,Male,Desktop,True,186,0.0,0.0,0.0,6,500.5,38.43333333333333,0.0,0.0,0.0,1,15.7,1.0,2.0,0.196,310,38.37,Standard,2,0.999
user_04484,42.0,Female,Laptop,False,162,0.0,0.0,0.0,10,537.4000000000001,49.050000000000004,0.0,0.0909090909090909,0.5815454545454546,1,47.5,1.0,1.0,0.319,841,5.66,Premium,2,1.0
user_06408,37.0,Male,Mobile,True,104,0.0,0.0,0.0,16,1001.2000000000002,42.849999999999994,0.0,0.0,0.5057999999999999,2,13.45,1.0,3.5,0.61075,927,3.06,Premium+,1,1.0
user_04012,55.0,Unknown,Smart TV,True,244,0.0,0.0,0.0,7,290.1,66.57142857142858,0.0,0.0,0.7095,2,13.350000000000001,1.0,3.5,0.649,703,11.02,Basic,2,1.0
user_05039,21.0,Female,Smart TV,True,96,0.0,0.0,0.0,6,744.6,36.71666666666667,0.0,0.0,0.6732,2,7.7,1.0,2.5,0.258,998,16.41,Premium+,0,1.0
user_05833,40.0,Other,Smart TV,False,113,0.0,0.0,0.0,6,440.7,35.916666666666664,0.0,0.2,0.45620000000000005,3,16.6,1.0,4.0,0.9066666666666666,246,15.97,Standard,0,1.0
user_02176,45.0,Female,Tablet,False,155,0.0,0.0,0.0,9,656.3,35.544444444444444,0.0,0.4,0.677,2,15.600000000000001,1.0,3.0,0.536,839,797.59,Premium,0,1.0
user_02763,23.0,Unknown,Tablet,True,83,0.0,0.0,0.0,10,336.6,46.96999999999999,0.0,0.5,0.7028333333333334,3,14.200000000000001,1.0,5.0,0.733,1006,8.91,Standard,0,1.0
user_07184,38.0,Male,Tablet,True,216,0.0,0.0,0.0,9,880.8,48.87777777777777,0.0,0.0,0.5896,1,6.0,1.0,4.0,0.604,256,24.31,Premium,2,1.0
user_02431,44.0,Female,Gaming Console,False,157,0.0,0.0,0.0,9,506.7,34.78888888888889,0.0,0.35714285714285715,0.5916428571428572,1,17.8,1.0,4.0,0.849,1063,17.24,Standard,0,1.0
user_04651,53.0,Male,Gaming Console,True,92,0.0,0.0,0.0,11,726.8,43.990909090909085,0.0,0.2,0.3186,3,13.5,1.0,4.0,0.91,287,12.84,Premium,0,1.0
user_03788,32.0,Male,Gaming Console,True,222,0.0,0.0,0.0,5,224.10000000000002,56.14,0.0,0.0,0.374,2,32.1,1.0,4.0,0.535,717,27.67,Premium+,2,1.0
user_03574,34.0,Female,Mobile,True,154,0.0,0.0,0.0,7,383.5,62.8,0.0,0.2,0.5288,1,20.7,1.0,4.333333333333333,0.8563333333333334,1129,15.16,Basic,3,1.0
user_06730,52.0,Female,Mobile,True,160,0.0,0.0,0.0,7,371.9,61.785714285714285,0.0,0.0,0.4876,1,20.7,1.0,4.0,0.816,756,22.28,Premium,2,1.0
user_03497,31.0,Male,Smart TV,True,113,0.0,0.0,0.0,13,614.7,46.93846153846153,0.0,0.0,0.5823999999999999,1,8.3,1.0,4.0,0.7535000000000001,1012,8.57,Premium,1,1.0
user_01946,44.0,Unknown,Gaming Console,True,152,0.0,0.0,0.0,5,225.7,54.92,0.0,0.0,0.4908,3,21.700000000000003,1.0,4.0,0.5915,1183,17.87,Standard,2,1.0
